profile,evidence,ffn,batch,sequence,context,hidden,intermediate,q_heads,kv_heads,head_dim,experts,top_k,routing,estimated_flops,weight_bytes,activation_bytes,latency_ms,attention_ms,attention_pct,projection_ms,projection_pct,norm_rope_ms,norm_rope_pct,ffn_ms,ffn_pct,residual_ms,residual_pct,dispatch_ms,dispatch_pct,tokens_per_second,workspace_bytes,compile_ms,llvm_compile_ms,memory_planning_ms,memory_planning_pct,optimizer_baseline_ms,optimizer_speedup,hardware_measurements,max_error,selected_policy,note
tiny-prefill-s128,measured,dense,1,128,0,512,1376,8,2,64,4,2,uniform,742391808,11075584,3686400,3.415880,0.332643,9.738135,0.549889,16.098019,0.459617,13.455303,2.054892,60.157031,0.017717,0.518666,0.001122,0.032847,37472.042343,2375680,192.113891,184.158939,0.000354,0.000184,3.698124,1.000000,7,0.000074,decoder.policy layout=head_major schedule=latency placement=compact materialize=1 reuse=1 threads=20 attention=auto-io-aware,
tiny-decode-kv512,measured,dense,1,1,512,512,1376,8,2,64,4,2,uniform,6586368,11075584,28800,1.075049,0.072166,6.712810,0.153623,14.289860,0.003283,0.305381,0.794217,73.877284,0.000195,0.018139,0.051565,4.796526,930.190159,16512,1.573079,0.000000,0.000066,0.004196,1.689212,1.399789,13,0.000017,decoder.policy layout=head_major schedule=latency placement=compact materialize=0 reuse=1 threads=1 attention=split-kv-decode,
