candidate,round,predicted_cycles,time_ms,schedule
2,4,1.12646e+07,0.051049,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,5,1.12646e+07,0.052256,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,6,1.12646e+07,0.181432,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,7,1.12646e+07,0.054169,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,8,1.12646e+07,0.1242,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,9,1.12646e+07,0.105618,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,10,1.12646e+07,0.051725,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,11,1.12646e+07,0.151371,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,12,1.12646e+07,0.09237,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,13,1.12646e+07,0.055447,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,14,1.12646e+07,0.104653,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,15,1.12646e+07,0.051118,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,16,1.12646e+07,1.74544,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,17,1.12646e+07,0.174265,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,18,1.12646e+07,0.074746,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
2,19,1.12646e+07,0.050446,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,0,1.12646e+07,0.051897,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,1,1.12646e+07,1.85642,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,2,1.12646e+07,0.049823,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,3,1.12646e+07,0.052017,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,4,1.12646e+07,0.052449,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,5,1.12646e+07,0.05231,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,6,1.12646e+07,0.171999,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,7,1.12646e+07,0.1296,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,8,1.12646e+07,0.054428,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
